objectid,assessment_year,formatted_address,community,neighborhood,ward,zoning,landuse,parcel_area_sqft,property_type,totalvalue,multiple_uses,main_pt,buildinguse,yearbuilt,belowgroundarea,abovegroundarea,num_stories,garage_present,primaryheating,constructiontype,exteriortype,roof,total_units,fireplaces,bathrooms,bedrooms
1022,2020,"2615 41ST ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,4972,RESIDENTIAL,415000,NO,R,SINGLE FAM. DWLG.,1908.0,801,1425,1.7,0,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1023,2020,"4104 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7380,RESIDENTIAL,589500,NO,R,SINGLE FAM. DWLG.,1908.0,987,1715,2.5,1,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,1,2,3
1024,2020,"4108 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9165,RESIDENTIAL,444500,NO,R,SINGLE FAM. DWLG.,1907.0,1034,1520,2,0,HOT WATER,WOOD FRAME,WOOD,GAMBREL,1,1,2,3
1025,2020,"4112 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9125,RESIDENTIAL,595000,NO,R,SINGLE FAM. DWLG.,1914.0,776,1648,2.5,1,HOT WATER,WOOD FRAME,WOOD,GABLE,1,0,2,2
1026,2020,"4116 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9170,RESIDENTIAL,673500,NO,R,SINGLE FAM. DWLG.,1901.0,808,1508,1.7,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,0,2,3
1027,2020,"4120 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9135,RESIDENTIAL,703500,NO,R,SINGLE FAM. DWLG.,1901.0,882,1578,1.7,3,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1028,2020,"4124 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,MULTI-FAMILY RESIDENTIAL,8915,DOUBLE BUNGALOW,538000,NO,DB,2 FAM. CONV. SGL. DWLG.,1900.0,1570,3380,2.5,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,2,2,3,1
1029,2020,"4128 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15515,RESIDENTIAL,1010000,NO,R,SINGLE FAM. DWLG.,1910.0,1034,3562,2.5,2,HOT WATER,WOOD FRAME,WOOD,GABLE,1,2,3,5
1030,2020,"4206 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10635,RESIDENTIAL,619000,NO,R,SINGLE FAM. DWLG.,1906.0,524,1849,1.7,2,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,2,3,4
1031,2020,"2518 42ND ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,6200,RESIDENTIAL,791500,NO,R,SINGLE FAM. DWLG.,1905.0,1026,2523,1.7,2,HOT WATER,WOOD FRAME,WOOD,MANSARD,1,2,3,4
1034,2020,"4216 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7828,RESIDENTIAL,978500,NO,R,SINGLE FAM. DWLG.,1987.0,1642,2856,1.5,2,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,4,3
1035,2020,"2517 42ND ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5546,RESIDENTIAL,560000,NO,R,SINGLE FAM. DWLG.,1914.0,1182,2303,2.5,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,2,4
1037,2020,"4121 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,5200,RESIDENTIAL,902000,NO,R,SINGLE FAM. DWLG.,1903.0,973,2309,2.2,2,FORCED AIR,WOOD FRAME,WOOD,GAMBREL,1,2,4,3
1038,2020,"4117 SHERIDAN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1A,SINGLE-FAMILY DETACHED DW,5040,RESIDENTIAL,815500,NO,R,CONTEMPORARY,1987.0,1120,2120,2,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,4,3
1039,2020,"4122 LINDEN HILLS BLVD, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9636,RESIDENTIAL,1255000,NO,R,SINGLE FAM. DWLG.,1948.0,1208,3257,1.5,3,FORCED AIR,WOOD FRAME,BRICK,GABLE,1,2,4,6
1040,2020,"4019 LINDEN HILLS BLVD, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8650,CONDOMINIUM,444500,NO,X,CONDO. & 1 GARAGE,1925.0,483,1446,1,1,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,3
1041,2020,"4017 LINDEN HILLS BLVD #2, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,8650,CONDOMINIUM,341500,NO,X,CONDO. & 1 GARAGE,1925.0,0,1434,1,1,HOT WATER,WOOD FRAME,STUCCO,HIP,1,1,1,3
1042,2020,"4033 QUEEN AVE S #1, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,6144,CONDOMINIUM,273500,NO,X,CONDOMINIUM UNIT,1912.0,0,1102,1,0,HOT WATER,CONCRETE,STUCCO,FLAT,1,0,1,2
1043,2020,"4033 QUEEN AVE S #2, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,6144,CONDOMINIUM,272500,NO,X,CONDOMINIUM UNIT,1912.0,0,1096,1,0,HOT WATER,CONCRETE,STUCCO,FLAT,1,0,1,2
1044,2020,"4033 QUEEN AVE S #3, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,6144,CONDOMINIUM,276000,NO,X,CONDOMINIUM UNIT,1912.0,0,1100,1,0,HOT WATER,CONCRETE,STUCCO,FLAT,1,0,1,2
1045,2020,"4033 QUEEN AVE S #4, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,6144,CONDOMINIUM,276000,NO,X,CONDOMINIUM UNIT,1912.0,0,1100,1,0,HOT WATER,CONCRETE,STUCCO,FLAT,1,0,1,2
1046,2020,"4033 QUEEN AVE S #5, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,6144,CONDOMINIUM,208500,NO,X,CONDOMINIUM UNIT,1912.0,0,1082,1,0,HOT WATER,CONCRETE,STUCCO,FLAT,1,0,1,2
1047,2020,"4136 QUEEN AVE S #1, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,189000,NO,X,CONDOMINIUM UNIT,1925.0,0,772,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1048,2020,"4136 QUEEN AVE S #2, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,112500,NO,X,CONDOMINIUM UNIT,1925.0,0,386,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1049,2020,"4136 QUEEN AVE S #3, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,171000,NO,X,CONDOMINIUM UNIT,1925.0,0,688,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1050,2020,"4136 QUEEN AVE S #4, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,160500,NO,X,CONDOMINIUM UNIT,1925.0,0,674,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1051,2020,"4136 QUEEN AVE S #5, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,134500,NO,X,CONDOMINIUM UNIT,1925.0,0,519,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1052,2020,"4136 QUEEN AVE S #6, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,131000,NO,X,CONDOMINIUM UNIT,1925.0,0,504,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1053,2020,"4136 QUEEN AVE S #100, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,199000,NO,X,CONDOMINIUM UNIT,1925.0,0,514,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1054,2020,"4136 QUEEN AVE S #101, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,149500,NO,X,CONDOMINIUM UNIT,1925.0,0,462,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1055,2020,"4136 QUEEN AVE S #102, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,132000,NO,X,CONDOMINIUM UNIT,1925.0,0,462,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1056,2020,"4136 QUEEN AVE S #103, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,134000,NO,X,CONDOMINIUM UNIT,1925.0,0,462,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1057,2020,"4136 QUEEN AVE S #104, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,106500,NO,X,CONDOMINIUM UNIT,1925.0,0,435,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1058,2020,"4136 QUEEN AVE S #105, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,103000,NO,X,CONDOMINIUM UNIT,1925.0,0,374,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1059,2020,"4136 QUEEN AVE S #106, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,167500,NO,X,CONDOMINIUM UNIT,1925.0,0,497,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1060,2020,"4136 QUEEN AVE S #107, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,110000,NO,X,CONDOMINIUM UNIT,1925.0,0,406,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,0
1061,2020,"4136 QUEEN AVE S #108, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,10270,CONDOMINIUM,137500,NO,X,CONDOMINIUM UNIT,1925.0,0,508,1,0,HOT WATER,WOOD FRAME,BRICK,FLAT,1,0,1,1
1062,2020,"4002 QUEEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7600,RESIDENTIAL,1531000,NO,R,SINGLE FAM. DWLG.,2010.0,1654,2934,2,2,GEOTHERMAL,WOOD FRAME,STUCCO,NA,1,1,4,3
1063,2020,"4004 QUEEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,9424,RESIDENTIAL,1345000,NO,R,SINGLE FAM. DWLG.,1900.0,1799,3984,2,2,HOT WATER,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,1,5,6
1064,2020,"4050 QUEEN AVE S #1, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,13735,CONDOMINIUM,422000,NO,X,CONDO. & 1 GARAGE,1914.0,420,1383,1,1,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,2
1065,2020,"4050 QUEEN AVE S #2, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,13735,CONDOMINIUM,456000,NO,X,CONDO. & 1 GARAGE,1914.0,149,1507,1,1,HOT WATER,WOOD FRAME,METAL/VINYL,GABLE,1,0,1,2
1066,2020,"4050 QUEEN AVE S #3, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY ATTACHED DW,13735,CONDOMINIUM,363500,NO,X,CONDOMINIUM UNIT,1909.0,628,1146,2,0,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,2,2
1067,2020,"4116 QUEEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,MULTI-FAMILY RESIDENTIAL,11310,DOUBLE BUNGALOW,2100000,NO,DB,R WITH ACCESSORY DWELLING,2019.0,1376,4146,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,HIP,2,1,5,5
1068,2020,"4120 QUEEN AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,11444,RESIDENTIAL,1233000,NO,R,SINGLE FAM. DWLG.,1903.0,1231,2564,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,4,4
1069,2020,"3822 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,651000,NO,R,SINGLE FAM. DWLG.,1954.0,1578,1667,1,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,3,3,3
1070,2020,"3828 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,654000,NO,R,SINGLE FAM. DWLG.,1954.0,1320,1320,1,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,1,3
1071,2020,"3836 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10395,RESIDENTIAL,558500,NO,R,SINGLE FAM. DWLG.,1953.0,1176,1176,1,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,1,3
1072,2020,"3840 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,891000,NO,R,SINGLE FAM. DWLG.,1954.0,1381,2440,1,3,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,2,4,4
1073,2020,"3844 XERXES AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,1050000,NO,R,SINGLE FAM. DWLG.,1955.0,1633,3084,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,5,4
1074,2020,"3847 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7830,RESIDENTIAL,680000,NO,R,SINGLE FAM. DWLG.,1952.0,1232,2152,2,1,FORCED AIR,WOOD FRAME,METAL/VINYL,HIP,1,0,3,5
1075,2020,"3841 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,13500,RESIDENTIAL,1239500,NO,R,SINGLE FAM. DWLG.,1956.0,1829,2381,2,2,GEOTHERMAL,WOOD FRAME,WOOD,HIP,1,3,4,4
1076,2020,"3833 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15120,RESIDENTIAL,2596500,NO,R,SINGLE FAM. DWLG.,2009.0,2754,6310,2,4,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,7,5
1077,2020,"3823 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10530,RESIDENTIAL,628000,NO,R,SINGLE FAM. DWLG.,1954.0,1350,1350,1,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,2,4
1078,2020,"3815 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15314,RESIDENTIAL,1049500,NO,R,SINGLE FAM. DWLG.,1936.0,936,2817,2,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,3,4
1079,2020,"3801 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,17010,RESIDENTIAL,1722500,NO,R,SINGLE FAM. DWLG.,2008.0,2003,3897,1.5,3,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,5,4
1080,2020,"3800 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,15990,RESIDENTIAL,1822000,NO,R,SINGLE FAM. DWLG.,1931.0,1548,3778,2.5,2,HOT WATER,WOOD FRAME,BRICK,HIP,1,2,4,5
1081,2020,"3810 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,928500,NO,R,SPLIT LEVEL SNG. DWLG.,1955.0,1064,2132,1.5,2,FORCED AIR,WOOD FRAME,STONE,GABLE,1,2,3,2
1082,2020,"3816 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8190,RESIDENTIAL,937000,NO,R,SINGLE FAM. DWLG.,1957.0,1830,1875,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,3,4
1083,2020,"3822 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,14430,RESIDENTIAL,1444000,NO,R,SINGLE FAM. DWLG.,1954.0,1575,2580,1,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,3,4,4
1084,2020,"3832 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,756000,NO,R,SINGLE FAM. DWLG.,1956.0,1080,1548,1.2,2,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,1,3,4
1085,2020,"3838 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,882500,NO,R,SINGLE FAM. DWLG.,1953.0,816,2737,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,3,4
1086,2020,"3844 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,950000,NO,R,SINGLE FAM. DWLG.,1936.0,1175,3049,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,4,4
1087,2020,"3848 YORK AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,725000,NO,R,SINGLE FAM. DWLG.,1930.0,1044,2438,2.5,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,3
1088,2020,"3847 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,842500,NO,R,SINGLE FAM. DWLG.,1928.0,1016,1950,2,2,HOT WATER,WOOD FRAME,BRICK,GABLE,1,2,4,3
1089,2020,"3843 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,920000,NO,R,SINGLE FAM. DWLG.,1927.0,1195,2129,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,4,4
1090,2020,"3837 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,780000,NO,R,SGL. DWLG. W/TUCK UNDER,1929.0,1042,2325,2,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,2,4,5
1091,2020,"3833 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1063500,NO,R,SGL. DWLG. W/TUCK UNDER,1929.0,996,2832,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,4,4
1092,2020,"3827 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1180500,NO,R,SGL. DWLG. W/TUCK UNDER,1928.0,1096,2642,2,3,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,3,4,4
1093,2020,"3821 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1377000,NO,R,SINGLE FAM. DWLG.,1928.0,1419,2833,2,2,FORCED AIR,WOOD FRAME,STUCCO,HIP,1,1,4,4
1094,2020,"3819 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,1001000,NO,R,SINGLE FAM. DWLG.,1923.0,1125,2281,2,2,FORCED AIR,WOOD FRAME,WOOD,GAMBREL,1,3,3,3
1095,2020,"3811 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,992000,NO,R,SINGLE FAM. DWLG.,1924.0,837,2105,2.5,1,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,2,4,2
1096,2020,"3807 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,940000,NO,R,SINGLE FAM. DWLG.,1931.0,986,3246,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,4,4
1097,2020,"3225 38TH ST W, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8450,RESIDENTIAL,2114500,NO,R,CONTEMPORARY,2007.0,1792,2966,1,2,FORCED AIR,WOOD FRAME,FIBER CEMENT BOARD,GABLE,1,2,4,3
1098,2020,"3816 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,759500,NO,R,SGL. DWLG. W/TUCK UNDER,1951.0,784,1483,1.2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,3,3
1099,2020,"3822 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7656,RESIDENTIAL,1355500,NO,R,SGL. DWLG. W/TUCK UNDER,1920.0,2170,3421,1.2,3,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,3,5,6
1100,2020,"3826 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,785000,NO,R,SINGLE FAM. DWLG.,1922.0,1128,2144,2,2,HOT WATER,WOOD FRAME,STUCCO,GAMBREL,1,1,3,3
1101,2020,"3832 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8320,RESIDENTIAL,978500,NO,R,SGL. DWLG. W/TUCK UNDER,1925.0,938,2204,2,2,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,2,3,3
1102,2020,"3838 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10595,RESIDENTIAL,686500,NO,R,SINGLE FAM. DWLG.,1967.0,1356,2538,2,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,4,6
1103,2020,"3846 ZENITH AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,11310,RESIDENTIAL,1064500,NO,R,SINGLE FAM. DWLG.,1955.0,2615,2615,1,4,FORCED AIR,WOOD FRAME,METAL/VINYL,GABLE,1,2,4,3
1104,2020,"3847 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7280,RESIDENTIAL,999500,NO,R,SINGLE FAM. DWLG.,1956.0,1194,2413,2,2,FORCED AIR,WOOD FRAME,WOOD,HIP,1,2,4,5
1105,2020,"3841 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7800,RESIDENTIAL,503000,NO,R,SINGLE FAM. DWLG.,1951.0,1264,1264,1,1,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,1,1,3
1106,2020,"3837 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,783000,NO,R,SINGLE FAM. DWLG.,1932.0,948,1896,2,2,HOT WATER,WOOD FRAME,STUCCO,GABLE,1,1,3,3
1107,2020,"3833 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,11700,RESIDENTIAL,681500,NO,R,SGL. DWLG. W/TUCK UNDER,1958.0,1990,2390,1,2,FORCED AIR,WOOD FRAME,WOOD,GABLE,1,3,4,3
1108,2020,"3823 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,10752,RESIDENTIAL,741000,NO,R,SINGLE FAM. DWLG.,1909.0,1492,2532,1.5,2,HOT WATER,WOOD FRAME,STUCCO,HIP,1,0,3,4
1109,2020,"3819 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,7540,RESIDENTIAL,557000,NO,R,SGL. DWLG. W/TUCK UNDER,1941.0,832,1377,1.2,1,FORCED AIR,WOOD FRAME,STUCCO,GABLE,1,1,2,3
1110,2020,"3815 ABBOTT AVE S, Minneapolis, MN",SOUTHWEST,LINDEN HILLS,13,R1,SINGLE-FAMILY DETACHED DW,8775,RESIDENTIAL,923000,NO,R,SINGLE FAM. DWLG.,1941.0,1259,2531,2,2,FORCED AIR,WOOD FRAME,BRICK,HIP,1,2,3,4
